"result_id","cdm_name","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_070","density_y","numeric","0.000171567197205965","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_071","density_x","numeric","1469.75342465753","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_071","density_y","numeric","0.000169655877301891","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_072","density_x","numeric","1490.54990215264","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_072","density_y","numeric","0.000167774817323592","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_073","density_x","numeric","1511.34637964775","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_073","density_y","numeric","0.000165923159977161","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_074","density_x","numeric","1532.14285714286","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_074","density_y","numeric","0.000164102680561736","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_075","density_x","numeric","1552.93933463796","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_075","density_y","numeric","0.00016231513732095","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_076","density_x","numeric","1573.73581213307","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_076","density_y","numeric","0.000160562210768297","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_077","density_x","numeric","1594.53228962818","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_077","density_y","numeric","0.000158846621439268","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_078","density_x","numeric","1615.32876712329","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_078","density_y","numeric","0.000157176153733637","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_079","density_x","numeric","1636.1252446184","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_079","density_y","numeric","0.000155544376785834","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_080","density_x","numeric","1656.9217221135","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_080","density_y","numeric","0.000153951539607041","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_081","density_x","numeric","1677.71819960861","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_081","density_y","numeric","0.00015239749181946","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_082","density_x","numeric","1698.51467710372","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_082","density_y","numeric","0.000150881678973954","overall","overall"
"2","cdm_gold_202507","observation_period_ordinal","all","overall","overall","Duration in days","density_083","density_x","numeric","1719.31115459883","overall","overall"
